Index,Workorder ID,Description,Status,Type,Equipment Description,WO Owner,Priority,Scheduled Start Date,Scheduled End Date,PM Compliance Min Date,PM Compliance Max Date,Original PM due date,Completed date
372,66218820,ARB S7000 INTRALOX SORTER 13 WEEK PM,Scheduled,PM,AFE.SHOE.1; SIR 207; ACTIVE ROLLER BELT SORTER; SL0710; Intralox Slam 207,HERTAJU,4,2/24/2022,2/26/2022,2/15/2022,3/5/2022,2/24/2022,
373,66218810,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0705; GYR1-MDR-SL0705 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
374,66218812,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,AFE.SHOE.1; SLAM 207; SEGMENT BELT CONV; SL0706; GYR1-MDR-SL0706 SP007,HERTAJU,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
375,66218178,INTRALOX DARB S4500 DAILY,Scheduled,PM,RTE.CB.1; SIR; ACTIVE ROLLER BELT SORTER; 180130; GYR1-Intralox-S4500-18130 CC52,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
376,66218180,INTRALOX DARB S4500 DAILY,Scheduled,PM,(Funct_Des); SIR; ACTIVE ROLLER BELT SORTER; 180170; GYR1-Intralox-Darb sorter s,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
377,66218183,FINCHEYE CHECK DAILY,Scheduled,PM,AR SYSTEM,JOPADEYI,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
378,66218185,FINCHEYE CHECK DAILY,Scheduled,PM,AR SYSTEM,PUENTEJA,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
379,66218187,REPEAT OFFENDER CHECK DAILY,Scheduled,PM,AR SYSTEM,ASHPFAF,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
380,66218212,JR AUTOMATION RWC4 V-5 DAILY PM,Scheduled,PM,End of arm tool,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
381,66218214,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-01; GYR1-MHE-4162038 CC652,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
382,66218217,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 07-11; GYR1-MHE-4152037 CC+652,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
383,66218220,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 07-12; GYR1-MHE-4202038 CC652,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
384,66218222,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 07-13; GYR1-MHE-4232038 CC652,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
385,66218224,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 07-15; GYR1-MHE-4172038 CC652,JRRYCH,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
386,66218227,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 07-14; GYR1-MHE-41182038 CC652,JRRYCH,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
387,66218229,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-10; GYR1-MHE-4242038 CC652,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
388,66218231,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-09; GYR1-MHE-4212038 CC652,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
389,66218233,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-06; GYR1-MHE-4272040 CC+652,FELSOLON,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
390,66218236,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-07; GYR1-MHE-4142038 CC652,FELSOLON,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
391,66218238,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 06-08; SMARTPAC; 06-08; GYR1-MHE-4192038 CC+652,FELSOLON,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
392,66218240,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-05; GYR1-MHE-4252038 CC652,FELSOLON,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
393,66218243,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-04; GYR1-MHE-4262040 CC652,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
394,66218245,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-03; GYR1-MHE-4132037 CC652,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
395,66218248,ATS SMARTPAC 3.3 DAILY - DW,Scheduled,PM,SMARTPAC; 05-02; GYR1-MHE-4222038 CC652,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
396,66218251,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #101,VANBUC,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
397,66218253,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #302,AREAARON,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
398,66218256,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #103,VANBUC,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
399,66218258,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #304,AREAARON,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
400,66218260,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #305,AREAARON,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
401,66218262,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM #206,JRRYCH,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
402,66218264,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #207,HERTAJU,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
403,66218266,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM #208,JRRYCH,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
404,66218268,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #109,VANBUC,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
405,66218270,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #210,HERTAJU,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
406,66218273,SLAM DAILY SYSTEM CHECK - DW,Scheduled,PM,SLAM  #111,HERTAJU,4,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
407,66218275,DEMATIC 2430 - SL2 DAILY CHECK - DW,Scheduled,PM,SL2 High Rate Slat Sorter - MRS,JRRYCH,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
408,66218277,DEMATIC 2430 - SL2 DAILY CHECK - DW,Scheduled,PM,SL2 High Rate Slat Sorter - SHP,FELSOLON,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
409,66218279,DEMATIC 2430 - SL2 DAILY CHECK - DW,Scheduled,PM,SL2 High Rate Slat Sorter - AFE 1,RMGAB,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
410,66218281,DEMATIC 2430 - SL2 DAILY CHECK - DW,Scheduled,PM,SL2 High Rate Slat Sorter - AFE 2,HRYATAYL,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
411,66218286,DAY SHIFT - AR SORTABLE CRITICAL PATH DAILY WALK - DW,Scheduled,PM,AUDIT EQUIPMENT,MBRNEY,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
412,66218300,NIGHT SHIFT - AR SORTABLE CRITICAL PATH DAILY WALK - DW,Scheduled,PM,AUDIT EQUIPMENT,DUNHCHAS,5,2/24/2022,2/24/2022,2/24/2022,2/24/2022,2/24/2022,
413,66218496,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #118 - 1313 & 1314,ASHPFAF,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
414,66218498,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #123 - 1123 & 1125,ASHPFAF,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
415,66218500,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #124 - 1129 & 1131,ASHPFAF,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
416,66218502,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #217 - 2318 & 2319,RANDYGOD,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
417,66218504,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #226 - 2146 & 2148,RANDYGOD,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
418,66218508,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #325 - 3141 & 3142,JSONHU,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
419,66218510,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #418 - 4313 & 4314,WLNJON,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
420,66218512,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #421 - 4113 & 4111,WLNJON,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
421,66218516,ARSAW WEEKLY PM,Scheduled,PM,ARSAW Station #425 - 4142 & 4140,WLNJON,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
422,66218527,TRANSHIP STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
423,66218529,SHIPPING SINGULATOR STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
424,66218532,ROUTING SORTER INFEED LANES 1 OF 2 STROBE,Scheduled,PDM,GENERAL CONVEYANCE,ANTOPLAC,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
425,66218535,SHIPPING SINGULATOR WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,RMGAB,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
426,66218540,AFE2 SORTER LOOP WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,HRYATAYL,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
427,66218544,AFE2 TAKEAWAY LANES 3 OF 4 WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,HRYATAYL,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
428,66218551,VENDOR RETURNS STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
429,66218553,RECEIVE STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
430,66218556,ROUTING SORTER LOOP STROBE,Scheduled,PDM,GENERAL CONVEYANCE,ANTOPLAC,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
431,66218558,SHIPPING SHOE SORTER LANES 1 OF 2 STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
432,66218560,ROUTING SORTER INFEED LANES 2 OF 2 STROBE,Scheduled,PDM,GENERAL CONVEYANCE,ANTOPLAC,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
433,66218563,SHIPPING SHOE SORTER LOOP STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
434,66218565,MOD A LEVEL 4 ARSAW WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,RBBIRKES,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
435,66218568,SHIPPING SORTER COLLECTOR BEDS PRIOR TO SINGULATOR WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,RMGAB,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
436,66218570,SHIPPING SHOE SORTER LANES WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,RMGAB,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
437,66218574,AFE1 SORTER LOOP WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,FELSOLON,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
438,66218578,MOD A LEVEL 2 WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,RANDYGOD,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
439,66218583,ROUTING SORTER LOOP WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,FELSOLON,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
440,66218586,SINGLES SLAM WEEKLY SYSTEM CHECK,Scheduled,PM,GENERAL CONVEYANCE,HRYATAYL,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
441,66218590,SHIPPING SHOE SORTER LANES 2 OF 2 STROBE,Scheduled,PDM,GENERAL CONVEYANCE,JCSTROZ,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
442,66218593,FANUC R2000IC 125L 6 AXIS ROBOT WEEKLY,Scheduled,PM,6 AXIS ROBOT; (Alias_Des); 6 AXIS ROBOT; TRANSSHIP L1 ROBOT01 - ROBOTIC ARM (FAN,RMGAB,5,2/24/2022,2/24/2022,2/23/2022,2/25/2022,2/24/2022,
443,66218708,TRANSNORM TS1500-140 V2-090 4 WEEK,Scheduled,PM,AFE.SHOE.1; LOOP SIR; BELT CURVE CONV; 502345; GYR1-Transnorm-502345 CC900,HRYATAYL,5,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
444,66218710,AR FLOOR WITH HIGH TRAFFIC SEGMENT 4 WEEK,Scheduled,PM,GYR1-paKivaA01 Section 04 4-Week,PUENTEJA,5,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
445,66218712,AR FLOOR WITH HIGH TRAFFIC SEGMENT 4 WEEK,Scheduled,PM,GYR1-paKivaA01 Section 04 4-Week,PUENTEJA,5,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
446,66218714,AR FLOOR WITH HIGH TRAFFIC SEGMENT 4 WEEK,Scheduled,PM,GYR1-paKivaA01 Section 04 4-Week,PUENTEJA,5,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
447,66218729,BEST CONVEYOR POWERFLEX 1.5 - 4 WEEK PM,Scheduled,PM,RCV1; POWER FLEX CONV; FLEX 2; (Local_Des),FELSOLON,4,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
448,66218731,ATZPTL PiCON Filter Clearning,Scheduled,PM,AFE.SHOE.2; REBIN 60; WALL 210,LERMIXON,5,2/24/2022,2/24/2022,2/21/2022,2/27/2022,2/24/2022,
449,66218792,DEMATIC MODEL 9405 13 WEEK  PM,Scheduled,PM,RTE.CB.1; LOOP SIR; SLIDER BED CONV; 180200; GYR1-Belted Transport-180200 CC521,JRRYCH,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
450,66218795,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #124 - 1129 & 1131,ASHPFAF,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
451,66218797,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #411 - 4359 & 4360,WLNJON,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
452,66218799,ARSAW 13 WEEK PM,Scheduled,PM,ARSAW Station #421 - 4113 & 4111,WLNJON,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
453,66218801,DEMATIC MODEL 8300 13 WEEK  PM,Scheduled,PM,PCK.1; SLAM 302; SEGMENT BELT CONV; SL0208; GYR1-MDR-SL0208 SP002,AREAARON,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
454,66218822,ARSAW (AMAZON ROBOTICS 700-0012-176-NA-DEM) 13 WEEK,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A03.STN.3359,JSONHU,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
455,66218824,AR PDU DELTA 700-01254 CHARGER QUARTERLY PM,Scheduled,PM,GYR1-paKivaA01 Charger 16,PUENTEJA,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
456,66218826,AR PDU DELTA 700-01254 CHARGER QUARTERLY PM,Scheduled,PM,GYR1-paKivaA01 Charger 17,PUENTEJA,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
457,66218829,AR PDU DELTA 700-01254 CHARGER QUARTERLY PM,Scheduled,PM,GYR1-paKivaA01 Charger 21,PUENTEJA,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
458,66218842,AMBAFLEX SV MODEL SPIRAL 13 WEEK,Scheduled,PM,Ambaflex Spiral Tranship,AREAARON,4,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
459,66218845,DEMATIC MODEL 9165 13 WEEK  PM,Scheduled,PM,Tote Stacker,VANBUC,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
460,66218862,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0211; CONTROL CABINET; AR0211; GYR1-CC-AR0,HUNTIDAN,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
461,66218866,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0212; CONTROL CABINET; AR0212; GYR1-CC-AR0,BOEHMERT,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
462,66218868,Amazon Control Cabinet 13Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0213; CONTROL CABINET; AR0213; GYR1-CC-AR0,HUNTIDAN,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
463,66218892,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A03.STN.3328,JSONHU,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
464,66218895,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A04.STN.4322,RBBIRKES,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
465,66218897,NIKE 2.0 MULTIPURPOSE STATION ( AMAZON ROBOTICS 700-0012) 13 WEEK PM,Scheduled,PM,GYR1-KIVA Station AR.FLOR.A01.STN.1351,ASHPFAF,5,2/24/2022,2/24/2022,2/15/2022,3/5/2022,2/24/2022,
466,66218975,ATS SMARTPAC 3.3 06 MONTH,Scheduled,PM,SMARTPAC; 05-04; GYR1-MHE-4262040 CC652,RMGAB,5,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
467,66218979,AMAZON ROBOTICS PSC 700-0101-002-NA 26 WEEK,Scheduled,PM,GYR1-paKivaA02 PSC 2128,RANDYGOD,5,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
468,66218981,AMAZON ROBOTICS PSC 700-0101-002-NA 26 WEEK,Scheduled,PM,GYR1-paKivaA03 PSC 3132,RBBIRKES,5,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
469,66218983,AMAZON ROBOTICS PSC 700-0101-002-NA 26 WEEK,Scheduled,PM,GYR1-paKivaA04 PSC 4128,WLNJON,5,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
470,66219051,Amazon Control Cabinet 26Wk PM,Scheduled,PM,ARSAW; ARSAW (##); CONTROL CABINET; AR0212; CONTROL CABINET; AR0212; GYR1-CC-AR0,BOEHMERT,5,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
471,66219056,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 523850,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
472,66219059,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 524642,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
473,66219061,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 525024,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
474,66219065,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 525216,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
475,66219067,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 529777,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
476,66219070,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 529785,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
477,66219072,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 529788,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
478,66219074,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 529792,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
479,66219076,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA04 HDU 529794,WLNJON,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
480,66219078,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 530191,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
481,66219080,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 541296,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
482,66219082,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 542651,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
483,66219084,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 545635,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
484,66219086,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA03 HDU 555035,RBBIRKES,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
485,66219088,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554164,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
486,66219090,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554165,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
487,66219092,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554166,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
488,66219094,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554167,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
489,66219096,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554168,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
490,66219099,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA02 HDU 554169,RANDYGOD,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
491,66219101,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558451,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
492,66219103,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558452,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
493,66219105,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558455,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
494,66219108,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558457,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
495,66219110,H DRIVE BOTS 26 WEEK PM - DW,Scheduled,PM,GYR1-paKivaA01 HDU 558584,PUENTEJA,4,2/24/2022,2/24/2022,2/6/2022,3/14/2022,2/24/2022,
496,66219137,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA02 HDU 525024,RANDYGOD,4,2/24/2022,2/24/2022,1/27/2022,3/24/2022,2/24/2022,
497,66219139,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA04 HDU 529785,WLNJON,4,2/24/2022,2/24/2022,1/27/2022,3/24/2022,2/24/2022,
498,66219141,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA04 HDU 529792,WLNJON,4,2/24/2022,2/24/2022,1/27/2022,3/24/2022,2/24/2022,
499,66219153,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA02 HDU 554164,RANDYGOD,4,2/24/2022,2/24/2022,1/27/2022,3/24/2022,2/24/2022,
500,66219156,H DRIVE BOTS 52 WEEK PM,Scheduled,PM,GYR1-paKivaA02 HDU 554166,RANDYGOD,4,2/24/2022,2/24/2022,1/27/2022,3/24/2022,2/24/2022,
